Unnamed: 0,Company,TypeName,Inches,Price
876,Asus,Notebook,15.6,21258.1872
877,Xiaomi,Ultrabook,13.3,49816.8
878,Dell,Notebook,15.6,48618
879,HP,Notebook,15.6,44701.92
880,HP,2 in 1 Convertible,13.3,90576
881,HP,2 in 1 Convertible,15.6,36486.144
882,Asus,Notebook,14.1,18541.44
883,Lenovo,Notebook,15.6,35644.32
884,Dell,Notebook,15.6,19660.32
885,HP,2 in 1 Convertible,13.3,95850.72
886,Dell,Notebook,15.6,24279.696
887,Asus,Gaming,17.3,72988.272
888,Acer,Notebook,11.6,15824.16
889,Lenovo,Notebook,17.3,20193.12
890,HP,Notebook,14,67399.2
891,HP,2 in 1 Convertible,13.3,74538.72
892,Samsung,Ultrabook,15,90522.72
893,Lenovo,Ultrabook,14,95850.72
894,MSI,Gaming,17.3,141138.72
895,Toshiba,Notebook,13.3,78588
896,Dell,Gaming,15.6,49497.12
897,HP,Notebook,15.6,47952
898,Dell,Notebook,15.6,32713.92
899,Dell,Notebook,15.6,49816.8
900,Dell,2 in 1 Convertible,13.3,107257.968
901,Asus,Gaming,17.3,68145.12
902,Dell,2 in 1 Convertible,13.3,87858.72
903,Lenovo,Ultrabook,14,109170.72
904,Lenovo,Notebook,15.6,104588.1072
905,LG,Ultrabook,15.6,111834.72
906,HP,Notebook,12.5,79014.24
907,Acer,Notebook,15.6,19127.52
908,Lenovo,Notebook,15.6,42037.92
909,LG,Ultrabook,14,101178.72
910,Dell,Notebook,14,64202.4
911,HP,Ultrabook,12.5,165168
912,Lenovo,Notebook,15.6,42037.92
913,HP,Notebook,15.6,54291.7872
914,Acer,Notebook,15.6,26586.72
915,Lenovo,Notebook,13.3,46939.68
916,HP,Notebook,13.3,51148.8
917,MSI,Gaming,17.3,85194.72
918,Dell,Gaming,15.6,71874.72
919,MSI,Gaming,15.6,59668.8048
920,Dell,Notebook,15.6,36496.2672
921,HP,Ultrabook,15.6,69103.6272
924,Lenovo,2 in 1 Convertible,13.3,97236
925,Dell,Notebook,15.6,38889.072
926,Lenovo,Ultrabook,12.5,87912
927,HP,Notebook,15.6,62071.2
928,Dell,Notebook,15.6,37725.4368
929,HP,Notebook,14,61218.72
930,Lenovo,Notebook,15.6,16463.52
931,HP,Ultrabook,12.5,84129.12
932,HP,Notebook,15.6,15392.592
933,Lenovo,2 in 1 Convertible,13.3,95850.72
934,Toshiba,Notebook,14,58874.4
935,HP,Notebook,12.5,88924.32
936,Dell,Notebook,15.6,29762.208
937,MSI,Gaming,15.6,63882.72
939,Dell,Gaming,17.3,146946.24
940,HP,Gaming,17.3,74538.72
941,Asus,Notebook,17.3,28238.4
942,Acer,Notebook,15.6,32980.32
943,Toshiba,Notebook,15.6,59620.32
944,Lenovo,2 in 1 Convertible,11.3,69210.72
945,Lenovo,Gaming,15.6,53226.72
946,Dell,Ultrabook,12.5,78438.816
947,Lenovo,Notebook,15.6,36496.8
948,Dell,Notebook,17.3,35111.52
949,Acer,Notebook,14,18594.72
950,HP,Workstation,15.6,119826.72
951,Dell,Ultrabook,14,94572
952,Toshiba,Notebook,13.3,77788.8
953,Asus,2 in 1 Convertible,12.5,61751.52
954,Lenovo,Ultrabook,14,79333.3872
955,Dell,Gaming,17.3,168045.12
956,Dell,2 in 1 Convertible,13.3,101178.72
957,HP,2 in 1 Convertible,11.6,41292
958,Dell,Ultrabook,13.3,67559.04
959,Acer,2 in 1 Convertible,11.6,20725.92
960,Toshiba,Notebook,13.3,81784.8
961,Lenovo,Ultrabook,12.5,93772.8
962,Acer,Notebook,15.6,53759.52
963,Toshiba,Ultrabook,12.5,95371.2
964,HP,Notebook,15.6,45101.52
965,Dell,Notebook,15.6,24808.2336
966,Dell,Notebook,15.6,43956
967,HP,Notebook,15.6,36496.8
968,Dell,Gaming,17.3,167778.72
969,Lenovo,Notebook,15.6,37029.6
970,Dell,2 in 1 Convertible,13.3,101178.72
971,Dell,Ultrabook,14,104587.5744
972,Dell,Gaming,17.3,149184
973,Toshiba,Notebook,14,62870.4
974,Asus,Gaming,17.3,109218.672
975,HP,Notebook,15.6,52161.12
976,Lenovo,Notebook,14,53386.56
977,Asus,2 in 1 Convertible,15.6,95850.72
979,Asus,Gaming,17.3,93186.72
980,Dell,2 in 1 Convertible,15.6,69210.72
981,Toshiba,Notebook,13.3,63669.6
982,Lenovo,Notebook,15.6,29250.72
983,Fujitsu,Notebook,15.6,34578.72
984,Toshiba,Notebook,14,48751.2
985,Dell,Notebook,15.6,31914.72
986,HP,Notebook,15.6,42943.68
987,Lenovo,Gaming,15.6,63349.92
988,Dell,Notebook,15.6,39906.72
989,Dell,Notebook,14,59620.32
990,HP,Notebook,12.5,101658.24
991,HP,Notebook,15.6,26586.72
992,Lenovo,Notebook,15.6,14418.6336
993,Lenovo,Notebook,15.6,71874.72
995,Asus,Notebook,13.3,61272
996,HP,Ultrabook,13.3,71874.72
997,Acer,Notebook,15.6,20246.4
998,Asus,Gaming,15.6,95850.72
999,HP,Ultrabook,14,111301.92
1000,Acer,Gaming,15.6,67132.8
1001,HP,Notebook,13.3,63349.92
1002,Dell,Notebook,15.6,29144.16
1003,HP,Notebook,14,41505.12
1004,Toshiba,Notebook,13.3,63669.6
1005,HP,Notebook,14,58607.4672
1006,HP,Notebook,14,64202.4
1007,HP,Ultrabook,14,77202.72
1008,HP,Notebook,14,55904.5728
1009,HP,Notebook,14,36443.52
1010,Dell,Gaming,15.6,50562.72
1011,HP,Ultrabook,12.5,81997.92
1012,HP,Notebook,14,84715.2
1013,HP,Ultrabook,14,100550.5488
1014,HP,Notebook,13.3,42624
1015,Toshiba,Notebook,13.3,64468.8
1016,HP,Notebook,15.6,41025.0672
1017,Lenovo,Notebook,17.3,158135.04
1018,Toshiba,Notebook,14,79387.2
1019,HP,Notebook,14,118761.12
1020,Dell,2 in 1 Convertible,15.6,42410.3472
1021,Toshiba,Ultrabook,13.3,84715.2
1022,HP,Notebook,13.3,61218.72
1023,HP,Notebook,14,63159.7104
1024,Dell,Notebook,15.6,55754.3232
1025,HP,Ultrabook,12.5,83063.52
1026,HP,Notebook,14,63349.92
1027,HP,Notebook,14,56476.8
1028,Dell,Ultrabook,13.3,86526.72
1029,HP,Notebook,17.3,57542.4
1030,HP,Notebook,14,51841.44
1031,Acer,Notebook,15.6,21791.52
1032,MSI,Gaming,17.3,63499.104
1033,HP,Notebook,14,63669.6
1034,HP,Notebook,15.6,65480.5872
1035,HP,Ultrabook,12.5,71874.72
1036,HP,Notebook,15.6,39533.76
1037,Toshiba,Ultrabook,14,91908
1038,Dell,Notebook,15.6,56633.976
1039,HP,Notebook,14,53839.9728
1040,Lenovo,2 in 1 Convertible,15.6,45128.16
1041,Vero,Notebook,14,11231.424
1042,Toshiba,Notebook,15.6,75924
1043,Lenovo,Notebook,15.6,55922.688
1044,HP,Notebook,14,53280
1045,HP,Notebook,15.6,112065.9552
1046,HP,Notebook,14,78268.32
1047,MSI,Gaming,17.3,82351.6992
1048,Lenovo,Gaming,17.3,122010.6672
1049,Asus,Notebook,11.6,15339.312
1050,Lenovo,Notebook,14,139593.6
1051,HP,Notebook,15.6,52161.12
1052,Dell,2 in 1 Convertible,15.6,58288.32
1053,HP,Notebook,15.6,52161.12
1054,Dell,Ultrabook,13.3,120093.12
1055,HP,Notebook,15.6,37570.392
1056,HP,Notebook,15.6,26586.72
1057,Acer,Notebook,15.6,23922.72
1058,Dell,2 in 1 Convertible,13.3,69210.72
1059,MSI,Gaming,15.6,96916.32
1061,Asus,Gaming,17.3,53173.44
1062,Dell,Notebook,15.6,29783.52
1063,Dell,Notebook,15.6,52746.6672
1064,MSI,Gaming,15.6,102777.12
1065,Dell,Ultrabook,13.3,77682.24
1066,Asus,Gaming,17.3,211788
1067,Dell,2 in 1 Convertible,13.3,42517.9728
1068,Dell,Gaming,15.6,70809.12
1069,Apple,Ultrabook,12,69264
1070,Dell,Notebook,15.6,25679.8944
1071,HP,Notebook,15.6,63882.72
1072,HP,Ultrabook,12.5,63882.72
1073,HP,Notebook,13.3,58075.2
1074,Lenovo,Ultrabook,12.5,91294.7472
1075,Lenovo,Notebook,17.3,35111.52
1076,Lenovo,Notebook,15.6,52054.56
1077,MSI,Gaming,17.3,133146.72
1078,Lenovo,Notebook,15.6,28771.2
1079,HP,Notebook,15.6,50083.2
1080,Lenovo,Ultrabook,12.5,74538.72
1081,Lenovo,Gaming,17.3,172627.2
1082,Lenovo,2 in 1 Convertible,10.1,34433.2656
1083,HP,Ultrabook,13.3,109170.72
1084,Dell,Notebook,15.6,39960
1085,HP,Notebook,14,54931.1472
1086,HP,Workstation,15.6,79653.6
1087,Lenovo,Notebook,14,63882.72
1088,HP,Notebook,13.3,32767.2
1089,Acer,Notebook,15.6,20619.36
1090,Dell,Notebook,15.6,20965.1472
1091,HP,Notebook,15.6,18434.3472
1092,Asus,Gaming,17.3,85194.72
1093,Dell,Ultrabook,13.3,43601.688
1094,HP,Notebook,12.5,85194.72
1095,Acer,Notebook,15.6,42570.72
1096,Dell,Notebook,15.6,34035.264
1097,MSI,Gaming,17.3,85194.72
1098,HP,Notebook,15.6,26640
1099,Asus,Gaming,17.3,122490.72
1100,Dell,Ultrabook,12.5,60480.792
1101,Dell,Ultrabook,12.5,62176.1616
1102,Acer,Notebook,15.6,11135.52
1103,HP,Workstation,17.3,154458.72
1104,Lenovo,Gaming,15.6,63882.72
1105,Dell,Ultrabook,12.5,75289.968
1106,MSI,Gaming,17.3,80516.2032
1107,Lenovo,2 in 1 Convertible,15.6,46193.76
1108,HP,Notebook,15.6,21205.44
1109,Asus,Gaming,15.6,71341.92
1110,HP,Notebook,13.3,90522.72
1111,Dell,Notebook,15.6,40980.312
1112,Lenovo,Notebook,15.6,22857.12
1113,HP,Ultrabook,13.3,104908.32
1114,Lenovo,2 in 1 Convertible,10.1,29250.72
1115,Dell,Ultrabook,13.3,73473.12
1116,Lenovo,Gaming,17.3,146519.4672
1117,Razer,Ultrabook,12.5,54825.12
1118,Toshiba,Ultrabook,13.3,118601.28
1119,Asus,Gaming,17.3,69929.4672
1120,Vero,Notebook,13.3,10442.88
1121,HP,Notebook,13.3,90043.2
1122,HP,Notebook,14,80612.64
1123,Dell,Notebook,15.6,27899.0064
1124,Asus,Notebook,15.6,23176.8
1125,Lenovo,2 in 1 Convertible,14,88924.32
1126,Lenovo,2 in 1 Convertible,10.1,25521.12
1127,HP,Ultrabook,12.5,100965.6
1128,Lenovo,Gaming,15.6,52693.92
1129,HP,Gaming,17.3,60153.12
1130,HP,Notebook,15.6,33513.12
1131,Lenovo,2 in 1 Convertible,14,109244.2464
1132,Asus,Notebook,14,14811.84
1133,HP,Ultrabook,15.6,40066.56
1134,Acer,Notebook,15.6,32820.48
1135,Lenovo,Notebook,15.6,58554.72
1136,HP,Workstation,17.3,210424.032
1137,Dell,Notebook,15.6,41771.52
1138,MSI,Gaming,17.3,127818.72
1139,HP,Ultrabook,15.6,115709.2416
1140,Lenovo,2 in 1 Convertible,14,130003.2
1141,MSI,Gaming,15.6,60888.384
1142,HP,2 in 1 Convertible,13.3,86793.12
1143,HP,Workstation,15.6,118761.12
1144,HP,2 in 1 Convertible,13.3,95850.72
1145,HP,Workstation,15.6,101178.72
1146,HP,Ultrabook,12.5,122381.496
1147,Dell,Notebook,15.6,53807.472
1148,HP,Notebook,15.6,84129.12
1149,Lenovo,2 in 1 Convertible,14,124621.92
1150,Lenovo,Notebook,15.6,18061.92
1151,HP,Notebook,15.6,15824.16
1152,Lenovo,Notebook,15.6,31914.72
1153,Dell,Gaming,15.6,63882.72
1154,Dell,Notebook,15.6,119916.2304
1155,HP,Notebook,15.6,25515.2592
1156,MSI,Gaming,17.3,79536.384
1157,Lenovo,Ultrabook,14,122490.72
1158,Lenovo,Notebook,15.6,42010.7472
1159,HP,2 in 1 Convertible,13.3,108744.48
1160,Lenovo,Ultrabook,14,79866.72
1161,MSI,Gaming,14,94252.32
1162,HP,Gaming,15.6,47898.72
1163,Lenovo,Notebook,15.6,24455.52
1164,HP,Notebook,15.6,25414.0272
1165,Dell,Gaming,15.6,79813.44
1166,Lenovo,Notebook,15.6,74059.2
1167,Lenovo,Notebook,15.6,24935.04
1168,HP,Notebook,14,13266.72
1169,MSI,Gaming,15.6,44701.92
1170,HP,Notebook,15.6,36177.12
1171,HP,Notebook,15.6,61751.52
1172,Asus,Notebook,15.6,19660.32
1173,Lenovo,Notebook,15.6,21205.44
1174,Lenovo,Notebook,15.6,37775.52
1175,Asus,Notebook,14,40972.32
1176,Lenovo,Notebook,15.6,43956
1177,Lenovo,Gaming,15.6,69530.4
1178,MSI,Gaming,15.6,114731.5536
1179,HP,Notebook,15.6,34632
1180,Lenovo,2 in 1 Convertible,14,87219.36
1181,Lenovo,Ultrabook,15.6,44275.68
1182,Dell,Notebook,15.6,47686.1328
1183,Acer,Notebook,15.6,17742.24
1184,HP,Notebook,15.6,42570.72
1185,Asus,Gaming,15.6,48431.52
1186,Dell,2 in 1 Convertible,15.6,62817.12
1187,Acer,Notebook,15.6,36816.48
1188,Dell,Ultrabook,13.3,58554.72
1189,Acer,Gaming,17.3,138474.72
1190,Lenovo,Gaming,15.6,43636.32
1191,Samsung,2 in 1 Convertible,12.3,35111.52
1192,HP,Notebook,15.6,25840.8
1193,Apple,Ultrabook,12,61964.64
1194,Dell,2 in 1 Convertible,13.3,63882.72
1195,HP,Notebook,15.6,70702.56
1196,Lenovo,Notebook,15.6,19607.04
1197,Asus,Gaming,17.3,114552
1198,Acer,Notebook,15.6,14492.16
1199,MSI,Gaming,17.3,109165.392
1200,Dell,Notebook,15.6,26586.72
1201,Lenovo,Notebook,15.6,33513.12
1203,Dell,Ultrabook,13.3,142790.4
1204,Asus,Gaming,15.6,62284.32
1205,Dell,Notebook,15.6,47365.92
1206,HP,Notebook,15.6,30849.12
1207,Lenovo,Notebook,15.6,15930.72
1208,Acer,Notebook,17.3,33513.12
1209,Asus,Gaming,15.6,130482.72
1210,Apple,Ultrabook,12,68145.12
1211,Asus,Notebook,15.6,93186.72
1212,MSI,Gaming,17.3,103842.1872
1213,Dell,2 in 1 Convertible,15.6,53226.72
1214,Asus,Gaming,17.3,103842.72
1215,Acer,Notebook,11.6,9270.72
1216,Acer,Notebook,17.3,31861.44
1217,Lenovo,Notebook,17.3,28717.92
1218,Lenovo,Gaming,15.6,67772.16
1219,Acer,2 in 1 Convertible,14,61218.72
1220,Lenovo,Notebook,15.6,81465.12
1221,MSI,Gaming,15.6,78647.1408
1222,HP,Notebook,15.6,28185.12
1223,Dell,Ultrabook,12.5,91288.3536
1224,Dell,2 in 1 Convertible,15,27119.52
1225,Asus,Notebook,15.6,16463.52
1226,Dell,Ultrabook,13.3,78694.56
1227,Dell,Notebook,15.6,27804.7008
1228,Lenovo,Gaming,15.6,54825.12
1229,MSI,Gaming,15.6,61218.72
1230,Lenovo,Notebook,12.5,87912
1231,Razer,Gaming,14,186426.72
1232,Dell,Notebook,15.6,24988.8528
1233,MSI,Gaming,17.3,85141.44
1234,Apple,Ultrabook,11.6,51095.52
1235,HP,Notebook,15.6,25467.84
1236,HP,Ultrabook,14,117119.5632
1237,Dell,Notebook,15.6,39267.36
1238,MSI,Gaming,15.6,62284.32
1239,Lenovo,Notebook,13.3,79866.72
1240,Lenovo,Notebook,15.6,31838.5296
1241,Asus,Ultrabook,13.3,68198.4
1242,Acer,Notebook,15.6,19276.704
1243,Dell,2 in 1 Convertible,17.3,95850.72
1244,HP,Notebook,14,58607.4672
1246,Dell,Notebook,14,46620
1247,Asus,Gaming,15.6,123876
1248,Lenovo,Notebook,15.6,30529.44
1249,Dell,2 in 1 Convertible,13.3,96596.64
1250,Dell,Notebook,15.6,17262.72
1251,HP,Notebook,15.6,21258.72
1252,Lenovo,Notebook,15.6,30316.32
1253,Lenovo,Notebook,14,57116.16
1254,Dell,Notebook,15.6,23655.7872
1255,Asus,Notebook,15.6,18061.92
1256,Asus,Gaming,17.3,101232
1257,Dell,Notebook,15.6,26107.2
1258,Lenovo,Notebook,15.6,47685.6
1259,MSI,Gaming,15.6,65481.12
1260,Lenovo,2 in 1 Convertible,14,44382.7728
1261,Asus,Ultrabook,13.3,38841.12
1262,Dell,Notebook,15.6,24455.52
1263,Acer,Notebook,15.6,15397.92
1264,Dell,Notebook,15.6,20193.12
1265,Lenovo,Notebook,15.6,47898.72
1266,HP,Notebook,15.6,29303.4672
1267,Dell,Notebook,15.6,42943.1472
1268,HP,Notebook,11.6,11135.52
1269,Asus,Notebook,15.6,38378.6496
1270,Lenovo,2 in 1 Convertible,14,33992.64
1271,Lenovo,2 in 1 Convertible,13.3,79866.72
1272,Lenovo,Notebook,14,12201.12
1273,HP,Notebook,15.6,40705.92
1274,Asus,Notebook,15.6,19660.32
1275,Asus,Ultrabook,13.3,38841.12
1276,Dell,Notebook,15.6,24455.52
1277,Acer,Notebook,15.6,15397.92
1278,Dell,Notebook,15.6,20193.12
1279,Lenovo,Notebook,15.6,47898.72
1280,HP,Notebook,15.6,29303.4672
1281,Dell,Notebook,15.6,42943.1472
1282,HP,Notebook,11.6,11135.52
1283,Asus,Notebook,15.6,38378.6496
1284,Lenovo,2 in 1 Convertible,14,33992.64
1285,Lenovo,2 in 1 Convertible,13.3,79866.72
1286,Lenovo,Notebook,14,12201.12
1287,HP,Notebook,15.6,40705.92
1288,Asus,Notebook,15.6,19660.32
1289,Asus,Ultrabook,13.3,38841.12
1290,Dell,Notebook,15.6,24455.52
1291,Acer,Notebook,15.6,15397.92
1292,Dell,Notebook,15.6,20193.12
1293,Lenovo,Notebook,15.6,47898.72
1294,HP,Notebook,15.6,29303.4672
1295,Dell,Notebook,15.6,42943.1472
1296,HP,Notebook,11.6,11135.52
1297,Asus,Notebook,15.6,38378.6496
1298,Lenovo,2 in 1 Convertible,14,33992.64
1299,Lenovo,2 in 1 Convertible,13.3,79866.72
1300,Lenovo,Notebook,14,12201.12
1301,HP,Notebook,15.6,40705.92
1302,Asus,Notebook,15.6,19660.32
